# wall_epoch time rank loops bip2 bip3 fires ones nofires graph_nodes nhot fra_hot pending_actions graph_edges local_pending incoming_pending outgoing_pending global_physical_msgs nTickSend nFullSend
1777656211 0.433333 2 0 30150 10519 9111 598 810 6440 585 585 584 6524 58 584 82 1756 1741 15
1777656211 0.433333 2 0 30300 10578 9154 602 822 6448 435 435 434 6552 89 434 129 1764 1749 15
1777656211 0.433333 2 0 30450 10611 9187 602 822 6450 285 285 284 6587 110 284 115 1774 1759 15
1777656211 0.433333 2 0 30600 10646 9222 602 822 6455 135 135 134 6636 136 134 139 1782 1767 15
1777656211 0.433333 2 0 30750 10668 9244 602 822 6502 141 141 140 6693 2 140 2 1792 1777 15
1777656211 0.433333 2 0 30900 10710 9282 606 822 6625 678 678 677 6733 2 677 13 1802 1787 15
1777656211 0.433333 2 0 31050 10798 9370 606 822 6653 528 528 527 6754 65 527 91 1810 1795 15
1777656211 0.433333 2 0 31200 10830 9402 606 822 6658 378 378 377 6800 95 377 98 1818 1803 15
1777656211 0.433333 2 0 31350 10896 9468 606 822 6672 228 228 227 6820 155 227 175 1826 1810 16
1777656211 0.433333 2 0 31500 10917 9489 606 822 6675 78 78 77 6877 168 77 168 1835 1819 16
1777656211 0.433333 2 0 31650 10994 9550 610 834 6714 104 104 103 6915 48 103 54 1845 1829 16
1777656211 0.450000 2 0 31800 11053 9609 610 834 7009 1409 1409 1408 6932 17 1408 64 1853 1837 16
1777656211 0.450000 2 0 31950 11114 9670 610 834 7008 1259 1259 1258 6935 82 1258 87 1863 1847 16
1777656211 0.466667 2 0 32100 11164 9704 614 846 7004 1109 1109 1108 6972 107 1108 128 1871 1855 16
1777656211 0.466667 2 0 32250 11189 9725 618 846 7003 959 959 958 7036 132 958 150 1880 1864 16
1777656211 0.466667 2 0 32400 11229 9765 618 846 7003 809 809 808 7084 156 808 170 1889 1873 16
1777656211 0.466667 2 0 32550 11262 9794 622 846 7004 659 659 658 7132 176 658 180 1898 1882 16
1777656211 0.466667 2 0 32700 11330 9862 622 846 7048 709 709 708 7140 35 708 61 1908 1892 16
1777656211 0.466667 2 0 32850 11407 9923 626 858 7059 605 605 604 7151 33 604 61 1919 1903 16
1777656211 0.466667 2 0 33000 11445 9961 626 858 7058 455 455 454 7187 57 454 57 1929 1913 16
1777656211 0.466667 2 0 33150 11497 10009 630 858 7060 305 305 304 7239 75 304 86 1939 1923 16
1777656211 0.466667 2 0 33300 11550 10062 630 858 7057 155 155 154 7254 126 154 133 1949 1933 16
1777656211 0.466667 2 0 33450 11613 10109 634 870 7061 5 5 4 7282 164 4 170 1959 1943 16
1777656211 0.466667 2 0 33600 11654 10150 634 870 7108 70 70 69 7325 31 69 57 1968 1952 16
1777656211 0.483333 2 0 33750 11694 10190 634 870 7289 1075 1075 1074 7367 4 1074 25 1982 1966 16
1777656211 0.483333 2 0 33900 11732 10228 634 870 7295 925 925 924 7405 39 924 55 1993 1977 16
1777656211 0.483333 2 0 34050 11776 10272 634 870 7302 775 775 774 7432 72 774 87 2003 1987 16
1777656211 0.500000 2 0 34200 11828 10324 634 870 7314 625 625 624 7456 114 624 129 2013 1997 16
1777656211 0.500000 2 0 34350 11901 10397 634 870 7333 475 475 474 7463 172 474 213 2022 2006 16
1777656211 0.500000 2 0 34500 11968 10464 634 870 7347 325 325 324 7475 190 324 242 2033 2017 16
1777656211 0.500000 2 0 34650 12005 10501 634 870 7356 175 175 174 7523 199 174 224 2043 2026 17
1777656211 0.500000 2 0 34800 12049 10541 638 870 7410 249 249 248 7561 11 248 22 2055 2038 17
1777656211 0.500000 2 0 34950 12108 10600 638 870 7408 99 99 98 7578 82 98 85 2065 2048 17
1777656211 0.500000 2 0 35100 12164 10656 638 870 7507 383 383 382 7598 17 382 54 2077 2060 17
1777656211 0.500000 2 0 35250 12206 10698 638 870 7518 233 233 232 7644 55 232 66 2089 2072 17
1777656211 0.500000 2 0 35400 12243 10735 638 870 7521 83 83 82 7687 97 82 109 2101 2084 17
1777656211 0.500000 2 0 35550 12270 10762 638 870 7545 46 46 45 7735 13 45 25 2114 2097 17
1777656211 0.500000 2 0 35700 12332 10824 638 870 7606 241 241 240 7758 12 240 21 2130 2113 17
